seqnames,start,end,width,strand,num_cpg,start_ind,end_ind,pi,loglik_diff,rna_gene_name,rna_gene_start,rna_gene_end,rna_gene_strand,vmr_to_gene_dist,vmr_rna_corr,vmr_n_avail_cell,promoter_rna_corr,promoter_n_avail_cell,context
4,138717662,138718776,1115,*,9,736714,736722,0.802691418082401,7.3211336035595,Ubxn10,138709837,138737167,-,0,-0.171288212368272,254,-0.142646495430686,443,VMRs overlapping with gene body
6,39912073,39912706,634,*,11,191239,191249,0.867318032948051,7.31902044681743,Tmem178b,39873271,40255150,+,0,-0.156179731049289,261,0.0142199322195755,694,VMRs overlapping with gene body
6,137622432,137623260,829,*,9,723252,723260,0.792963099211155,7.30967664599747,Eps8,137477245,137654876,-,0,-0.443191252930181,150,-0.315629432635714,370,VMRs overlapping with gene body
3,103169489,103170481,993,*,7,499774,499780,0.305050035939669,7.30826011671238,Dennd2c,103102604,103169769,+,0,-0.131512862721504,168,0.0175627494103381,554,VMRs overlapping with gene body
5,30288742,30289516,775,*,8,125867,125874,0.791744048655827,7.30680216868341,Drc1,30281388,30366695,+,0,-0.130725657966388,266,-0.126093347381679,371,VMRs overlapping with gene body
6,73179762,73180279,518,*,9,354292,354300,0.855565577478661,7.30396092201558,Dnah6,73017606,73221651,-,0,-0.213961552280645,201,-0.119964364077967,426,VMRs overlapping with gene body
13,41487648,41489525,1878,*,11,199630,199640,0.834208094327746,7.30109468120647,Nedd9,41309916,41487320,-,327,-0.289070230319812,276,-0.340464545926087,346,VMRs overlapping with promoter
7,83789345,83791308,1964,*,12,431656,431667,0.836417369471979,7.2997895487157,Cfap161,83774101,83794880,-,0,-0.234648381258586,250,-0.140926212962781,378,VMRs overlapping with gene body
1,4389861,4393418,3558,*,11,4652,4662,0.823757132271022,7.29923044319796,Rp1,3999557,4409241,-,0,-0.168297611300461,426,-0.143277544674187,207,VMRs overlapping with gene body
1,160471695,160476684,4990,*,21,786048,786068,0.819465045278287,7.29905521705393,Rabgap1l,160219174,160793211,-,0,0.000161567240860512,307,-0.133536117711215,268,VMRs overlapping with gene body
13,20200489,20201553,1065,*,7,78278,78284,0.8282393567282,7.29664650618859,Elmo1,20090596,20606528,+,0,0.0754228105240999,338,0.022552623334749,398,VMRs overlapping with gene body
13,57470183,57470613,431,*,8,326793,326800,0.812178926354281,7.29623458722534,Spock1,57421195,57908314,-,0,-0.234740719589104,147,-0.0973522609072446,555,VMRs overlapping with gene body
3,135507508,135508227,720,*,10,680751,680760,0.847359761051909,7.29608165876736,Manba,135485611,135571404,+,0,-0.241872371572496,237,-0.181450879501372,600,VMRs overlapping with gene body
18,74284235,74284753,519,*,8,401525,401532,0.860148777421811,7.29575640852774,Cfap53,74283090,74359986,+,0,-0.20947018996776,230,-0.111543906629269,478,VMRs overlapping with gene body
6,39983791,39984627,837,*,5,191675,191679,0.734030368534135,7.29494510978591,Tmem178b,39873271,40255150,+,0,-0.264589502929234,297,0.0142199322195755,694,VMRs overlapping with gene body
14,24493022,24493422,401,*,8,89204,89211,0.811174741842369,7.29363759364537,Rps24,24490681,24496146,+,0,-0.238516915820927,156,-0.100549426830996,363,VMRs overlapping with gene body
12,57607300,57608165,866,*,11,265980,265990,0.870251836995212,7.29107338301544,Ttc6,57564113,57737928,+,0,-0.278086478174749,246,-0.233605021322086,270,VMRs overlapping with gene body
1,12719548,12720093,546,*,5,37507,37511,0.735870560287963,7.29070826182367,Sulf1,12692277,12861192,+,0,0.172681854306811,120,-0.0439675173882998,334,VMRs overlapping with gene body
6,32305438,32307264,1827,*,8,143366,143373,0.765589285621058,7.28564953427149,Plxna4,32144268,32588192,-,0,-0.273192688900683,129,-0.0548030912429187,417,VMRs overlapping with gene body
1,93503386,93508331,4946,*,19,474388,474406,0.802885906211542,7.28444521543607,Sept2,93478964,93510260,+,0,-0.187490355435815,330,-0.0580192568680584,542,VMRs overlapping with gene body
7,57351122,57352810,1689,*,6,280792,280797,0.541605232925109,7.28315932050757,Gabrg3,56716465,57387188,-,0,-0.0764436975244427,161,-0.0834231344169896,389,VMRs overlapping with gene body
14,31216930,31217709,780,*,8,131475,131482,0.748839210516397,7.28034997703991,Sema3g,31217860,31230350,+,150,-0.0566379986312817,282,-0.0815685555567615,499,VMRs overlapping with promoter
1,88409101,88410093,993,*,6,434846,434851,0.77577797023442,7.2800986678356,Spp2,88406961,88426438,+,0,-0.187378693262854,210,-0.237858769428222,377,VMRs overlapping with gene body
18,84977246,84979929,2684,*,12,488152,488163,0.837552880553334,7.26990867438157,Fbxo15,84935158,84981376,+,0,-0.299594188066128,379,-0.251911277784119,322,VMRs overlapping with gene body
1,9864873,9866176,1304,*,12,25872,25883,0.849760001553041,7.26907940453697,Sgk3,9798107,9900845,+,0,-0.152634667089505,235,-0.0259486121057337,515,VMRs overlapping with gene body
11,89740023,89742285,2263,*,9,530010,530018,0.784572433816869,7.26860089588653,4932411E22Rik,89390223,89777653,-,0,-0.18541109443832,259,-0.214224624137176,347,VMRs overlapping with gene body
9,36745173,36747001,1829,*,12,163011,163022,0.831953780942912,7.2675564955047,Stt3a,36729344,36767679,-,0,-0.245784263310058,191,-0.115756458144773,537,VMRs overlapping with gene body
15,54885786,54886696,911,*,8,249430,249437,0.817252397527495,7.2653196502976,Enpp2,54838898,54920146,-,0,0.101410335764353,162,0.0616335857080598,308,VMRs overlapping with gene body
8,46205161,46205981,821,*,6,251629,251634,0.790709111048756,7.262233014742,Slc25a4,46206797,46211284,-,815,-0.0648652960957476,147,-0.0696357358131635,522,VMRs outside gene but within 1000-bp distance
1,88423256,88423857,602,*,5,434949,434953,0.670461026744537,7.26177949156893,Spp2,88406961,88426438,+,0,-0.300816538522137,125,-0.237858769428222,377,VMRs overlapping with gene body
1,160363072,160365427,2356,*,7,785641,785647,0.489726208764261,7.25916087595296,Rabgap1l,160219174,160793211,-,0,-0.102734673654859,145,-0.133536117711215,268,VMRs overlapping with gene body
13,93751415,93751822,408,*,7,504884,504890,0.794078807578987,7.25889678704439,Dmgdh,93674433,93752831,+,0,-0.265889220463297,309,-0.135771796386871,442,VMRs overlapping with gene body
6,90535992,90536755,764,*,7,444287,444293,0.819001235368803,7.25424493851199,Aldh1l1,90486427,90600203,+,0,-0.28212748637407,267,-0.228659063203135,477,VMRs overlapping with gene body
9,123431604,123434007,2404,*,11,741364,741374,0.836330045025152,7.25233569763518,Lars2,123366927,123462666,+,0,-0.0991181883508512,308,-0.0156008545351708,450,VMRs overlapping with gene body
5,103120362,103122345,1984,*,10,513098,513107,0.771580839715671,7.25062150759196,Mapk10,102907948,103211334,-,0,-0.107328070808407,374,-0.066740128599371,315,VMRs overlapping with gene body
1,170666468,170666639,172,*,5,851408,851412,0.828954085845249,7.24536841028348,Olfml2b,170644532,170682789,+,0,-0.180419183053718,334,-0.0814983454646548,418,VMRs overlapping with gene body
16,52302670,52303443,774,*,8,284428,284435,0.840121466246702,7.2446846151679,Alcam,52248996,52454074,-,0,0.0162142431726578,218,-0.0495194230538547,318,VMRs overlapping with gene body
10,40667712,40670675,2964,*,14,196065,196078,0.848068424786199,7.24395535893643,Ddo,40630011,40681847,+,0,-0.267597221338931,310,-0.225345911554196,397,VMRs overlapping with gene body
15,31329287,31329772,486,*,8,140817,140824,0.840744978836222,7.24333628938147,Ankrd33b,31291479,31367759,-,0,-0.259876747053553,244,-0.0865764059221626,565,VMRs overlapping with gene body
2,76927151,76927363,213,*,6,427199,427204,0.755353686793262,7.24089447168702,Ttn,76703980,76982547,-,0,-0.0446136876038333,122,-0.107920842371015,418,VMRs overlapping with gene body
6,73202303,73203550,1248,*,8,354474,354481,0.764500109149985,7.23943353321006,Dnah6,73017606,73221651,-,0,-0.0954410921553942,149,-0.119964364077967,426,VMRs overlapping with gene body
11,12245580,12247499,1920,*,8,54674,54681,0.826344387614234,7.23729193040474,Cobl,12236608,12464960,-,0,-0.210189033219391,328,-0.153020689613426,362,VMRs overlapping with gene body
11,114798783,114801348,2566,*,10,728878,728887,0.820777413130411,7.2342180157677,Gpr142,114798924,114806745,+,0,-0.274535354132315,269,-0.158399250510171,400,VMRs overlapping with promoter
2,172918721,172919544,824,*,6,991809,991814,0.787882395761467,7.23232913064859,Bmp7,172868012,172940321,-,0,-0.0634668271221689,160,0.0326417075644545,506,VMRs overlapping with gene body
19,30116030,30116128,99,*,5,171658,171662,0.808309216468019,7.23207610067029,Gldc,30098449,30175418,-,0,-0.320674451660352,207,-0.137889259929312,407,VMRs overlapping with gene body
13,20168311,20170938,2628,*,13,78072,78084,0.788018240105167,7.23139329799054,Elmo1,20090596,20606528,+,0,0.0470660032047714,333,0.022552623334749,398,VMRs overlapping with gene body
2,121075002,121075401,400,*,5,643761,643765,0.736921611410149,7.23071871974291,Tgm5,121046111,121085841,-,0,-0.13937182601013,414,-0.217448443669905,607,VMRs overlapping with gene body
2,169859880,169860328,449,*,5,963744,963748,0.808104123037703,7.23001771189604,Tshz2,169633013,170071816,+,0,-0.135455262131378,271,-0.0426836058750316,497,VMRs overlapping with gene body
3,159893138,159896667,3530,*,11,822073,822083,0.740267187821419,7.22569263888979,Wls,159839672,159938664,+,0,0.225610611366102,201,0.153988711481739,259,VMRs overlapping with gene body
6,125750224,125750475,252,*,7,651978,651984,0.841031352072374,7.22505815555616,Ano2,125690419,126040126,+,0,-0.0901654735684333,270,-0.156742892552837,408,VMRs overlapping with gene body
16,35263300,35263994,695,*,5,194404,194408,0.638110862434516,7.21788167963715,Adcy5,35154877,35305737,+,0,-0.218222650261087,239,-0.0747084940506065,587,VMRs overlapping with gene body
11,95992898,95993087,190,*,5,568898,568902,0.306993372932763,7.21382055654213,Igf2bp1,95957163,96005940,-,0,0.0760357654135437,191,-0.0466873711629926,641,VMRs overlapping with gene body
10,23169664,23170322,659,*,9,116159,116167,0.82991369661023,7.21350548568429,Eya4,23104168,23349895,-,0,-0.161252454408545,130,-0.0163063358381174,487,VMRs overlapping with gene body
8,86561422,86562645,1224,*,6,463090,463095,0.738725926668612,7.21268376531958,Abcc12,86482260,86580686,-,0,-0.134215862609637,161,-0.155764957706289,445,VMRs overlapping with gene body
7,107680708,107680910,203,*,5,544291,544295,0.395252537440063,7.21221508432929,Ppfibp2,107595207,107748583,+,0,-0.168641622468681,230,-0.174734352269016,469,VMRs overlapping with gene body
1,78386591,78388177,1587,*,10,381570,381579,0.776265598348966,7.21121250558592,Sgpp2,78310345,78420289,+,0,-0.164729677040664,272,0.0662496505368549,557,VMRs overlapping with gene body
15,93593022,93593979,958,*,6,507076,507081,0.6089210098463,7.20885978328452,Prickle1,93499114,93595891,-,0,0.127035116080018,129,-0.0354348721702535,515,VMRs overlapping with gene body
13,20126268,20127034,767,*,5,77790,77794,0.705833793661041,7.20824742494633,Elmo1,20090596,20606528,+,0,0.0702368447234449,256,0.022552623334749,398,VMRs overlapping with gene body
9,105376278,105376576,299,*,6,600655,600660,0.761629202966643,7.20770338681979,Nek11,105162156,105395524,-,0,-0.35720713298524,134,-0.105731487264471,490,VMRs overlapping with gene body
6,51472412,51474741,2330,*,12,245798,245809,0.820297459692674,7.20760285927268,Cbx3,51470360,51483704,+,0,0.32188775350281,283,0.00746495435649069,597,VMRs overlapping with gene body
3,30274525,30274699,175,*,7,114029,114035,0.827773671474711,7.20452303935027,Mecom,29951296,30548008,-,0,-0.238121274487673,205,-0.119064125385,401,VMRs overlapping with gene body
3,135538591,135540283,1693,*,9,681043,681051,0.816695338153559,7.20022280618954,Manba,135485611,135571404,+,0,-0.357664539069621,220,-0.181450879501372,600,VMRs overlapping with gene body
7,127210669,127212562,1894,*,10,665369,665378,0.827165675641839,7.19388966950109,Mylpf,127208890,127214298,+,0,-0.291350048949512,356,-0.0565043817818574,582,VMRs overlapping with gene body
7,143781572,143782125,554,*,6,784668,784673,0.822557259421078,7.19186618984501,Mrgpre,143778363,143784500,-,0,-0.147811396039859,241,-0.122833048313243,465,VMRs overlapping with gene body
17,3464859,3465013,155,*,5,3069,3073,0.728487986850537,7.18674633946936,Tiam2,3326573,3519397,+,0,-0.0842369994094424,218,-0.0163830602699475,566,VMRs overlapping with gene body
7,37570744,37571203,460,*,5,178892,178896,0.769868061947323,7.18504717213009,Zfp536,37472135,37773641,-,0,-0.148861467431969,131,-0.0404596694503652,449,VMRs overlapping with gene body
9,121208811,121210753,1943,*,8,724653,724660,0.775546475621657,7.18392776561811,Ulk4,120955351,121277197,-,0,-0.105496871604779,309,-0.0769881104602746,621,VMRs overlapping with gene body
17,22363142,22367582,4441,*,17,106444,106460,0.830688149976669,7.18130523360411,Zfp758,22361453,22377281,+,0,-0.109455293014008,387,-0.0878087796967804,457,VMRs overlapping with gene body
11,46701483,46702842,1360,*,11,224252,224262,0.801867094809108,7.17995384124194,Timd2,46668960,46707061,-,0,-0.293401388693804,253,-0.384001223960205,343,VMRs overlapping with gene body
7,96463582,96467943,4362,*,19,481900,481918,0.808019948664391,7.17947126168662,Tenm4,96171246,96911093,+,0,0.0701464360515241,274,0.070098534834305,341,VMRs overlapping with gene body
5,128143202,128144974,1773,*,7,726111,726117,0.786601524291902,7.17577172528914,Tmem132d,127781630,128433077,-,0,-0.320619920517995,305,-0.0889814453618525,436,VMRs overlapping with gene body
17,3463717,3464284,568,*,6,3060,3065,0.788032978334685,7.17490658851501,Tiam2,3326573,3519397,+,0,-0.0245739503159626,199,-0.0163830602699475,566,VMRs overlapping with gene body
14,51102550,51103321,772,*,6,228554,228559,0.782637845675922,7.17060034649683,Rnase4,51091077,51106151,+,0,-0.164345170410798,200,-0.0312898760071961,585,VMRs overlapping with gene body
2,35033063,35033543,481,*,6,198186,198191,0.804392450984107,7.16931521432798,Hc,34983331,35061438,-,0,-0.105785707456805,155,-0.207121080004605,314,VMRs overlapping with gene body
7,107640760,107641648,889,*,6,544058,544063,0.748089072640166,7.16623862348845,Ppfibp2,107595207,107748583,+,0,-0.246082561749433,207,-0.174734352269016,469,VMRs overlapping with gene body
17,43590855,43591204,350,*,5,253536,253540,0.747823382254729,7.16238572674407,Pla2g7,43568098,43612201,+,0,-0.266780484706725,83,-0.185308157246826,369,VMRs overlapping with gene body
15,83705689,83705891,203,*,5,429145,429149,0.802131669957434,7.15630022475898,Scube1,83602583,83725021,-,0,-0.319150470436126,200,-0.0741662586127219,563,VMRs overlapping with gene body
8,91257917,91259761,1845,*,8,496994,497001,0.815965255489976,7.15621465911033,Rpgrip1l,91217030,91313262,-,0,-0.0271085095329518,238,-0.0205734867139536,571,VMRs overlapping with gene body
2,124598772,124600440,1669,*,13,662277,662289,0.835550012976639,7.15195994018931,Sema6d,124089969,124667770,+,0,-0.0959409472975278,235,-0.0908558208805399,349,VMRs overlapping with gene body
10,23194676,23195486,811,*,7,116341,116347,0.837601374414967,7.14523437233087,Eya4,23104168,23349895,-,0,-0.187636603816577,282,-0.0163063358381174,487,VMRs overlapping with gene body
7,4029724,4032811,3088,*,8,5410,5417,0.734236807466879,7.14417191317221,Lair1,4003402,4063204,-,0,-0.164391038454827,232,-0.0493418347102184,128,VMRs overlapping with gene body
1,131600722,131602803,2082,*,10,625564,625573,0.788905635526226,7.14227010098543,Avpr1b,131599239,131612000,+,0,-0.122643463987163,340,-0.0833188220091982,420,VMRs overlapping with gene body
6,86762048,86762806,759,*,10,418819,418828,0.834010825411124,7.14111729388912,Anxa4,86736840,86793584,-,0,-0.303760535866121,298,-0.0807313450556953,507,VMRs overlapping with gene body
11,88946746,88947113,368,*,7,523597,523603,0.852752535743256,7.13453510807597,Scpep1,88924020,88955465,-,0,-0.342415939821119,284,-0.211731340925052,331,VMRs overlapping with gene body
4,115933611,115934113,503,*,5,548953,548957,0.289835147869364,7.13253616276434,Dmbx1,115915119,115939926,-,0,-0.0219307209316167,234,0.0505288446606221,522,VMRs overlapping with gene body
11,50320574,50323358,2785,*,12,242259,242270,0.822849034049873,7.1315908218875,Canx,50293961,50325673,-,0,0.037418811041537,239,-0.0739164827005771,477,VMRs overlapping with gene body
13,114914065,114915321,1257,*,9,652325,652333,0.807357375604132,7.12817964870213,Itga2,114835916,114932041,-,0,-0.101907954962453,188,-0.045393269142313,557,VMRs overlapping with gene body
12,117889501,117891324,1824,*,16,635962,635977,0.866738239092469,7.12698048970077,Dnah11,117877982,118199043,-,0,-0.20332530668035,331,-0.069192068325945,89,VMRs overlapping with gene body
13,13807481,13807650,170,*,5,50413,50417,0.788806632401973,7.12514764023528,Gng4,13784059,13827897,+,0,-0.200724290035857,274,-0.0641592712923564,484,VMRs overlapping with gene body
13,99499977,99500187,211,*,6,550513,550518,0.790329881317839,7.12353166854043,Map1b,99421464,99516602,-,0,0.163437203385075,142,0.0262870105696697,509,VMRs overlapping with gene body
13,41440651,41442528,1878,*,12,199273,199284,0.811529238277217,7.12332697083208,Nedd9,41309916,41487320,-,0,-0.378873704410997,208,-0.340464545926087,346,VMRs overlapping with gene body
1,181406086,181406806,721,*,6,919959,919964,0.80412189750635,7.12180538825263,Cnih3,181352628,181460641,+,0,-0.24220098853936,245,0.0127593767560164,469,VMRs overlapping with gene body
2,146194669,146195138,470,*,5,785286,785290,0.764667660647657,7.12178867384734,Cfap61,145934784,146215039,+,0,-0.0937610277663427,171,-0.02618951981064,595,VMRs overlapping with gene body
